bug_id,app_name,module,bug_type,severity,priority,device_type,browser,os,screenshot_available,steps_to_reproduce,expected_behavior,actual_behavior,time_to_detect_sec,time_to_fix_sec,user_impact_score,reported_by,tags,resolved,Cluster
44930,Noteapp,Checkout,Animation,High,P2,Tablet,Safari,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,32,455,2,Qa,Mobile,True,0
10559,Socialbuzz,Dashboard,Broken Link,Critical,P3,Desktop,Safari,Windows,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Broken Link,17,222,4,Developer,Link;UX,True,4
45414,Financetracker,Login Form,Animation,Critical,P2,Mobile,Firefox,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,23,494,8,User,Animation,True,4
15645,Taskmanager,Footer,Broken Link,Low,P3,Desktop,Safari,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,13,433,6,Qa,Color;Layout;Accessibility,False,4
22157,Taskmanager,Search,Broken Link,High,P1,Tablet,Safari,Android,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,39,971,3,User,UX;Animation;Accessibility,False,5
25520,Financetracker,Footer,Performance,Medium,P3,Tablet,Firefox,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,53,180,6,Developer,Mobile,True,2
40578,Noteapp,Login Form,Broken Link,Medium,P2,Tablet,Firefox,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Broken Link,60,739,6,Developer,Crash;Accessibility;Color,False,5
48367,Noteapp,Checkout,Color Mismatch,Low,P3,Tablet,Safari,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,37,664,8,Qa,Mobile;Accessibility,False,3
3633,Financetracker,Search,Layout,High,P3,Desktop,Edge,Android,False,Perform action related to Search,Search works correctly,Search has issue: Layout,53,143,5,Qa,Performance;Color;Animation,False,2
19387,Shopease,Login Form,Accessibility,Medium,P2,Mobile,Edge,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,12,582,7,Qa,Animation;Layout;Mobile,False,4
21274,Shopease,Search,Performance,Low,P3,Desktop,Chrome,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Performance,7,106,1,Developer,Color;Animation;UX,False,0
22416,Taskmanager,Editor,Broken Link,Low,P3,Desktop,Firefox,Windows,True,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,50,669,9,Qa,Accessibility;Color,True,1
2971,Financetracker,Search,Responsiveness,Medium,P2,Tablet,Edge,Android,False,Perform action related to Search,Search works correctly,Search has issue: Responsiveness,25,259,4,User,Accessibility;Crash;Link,False,4
13046,Socialbuzz,Search,Accessibility,Low,P1,Desktop,Edge,Android,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,18,130,7,Developer,Link,True,4
2280,Taskmanager,Login Form,Performance,Medium,P2,Tablet,Chrome,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,58,668,9,Developer,Layout,True,1
35703,Taskmanager,Sidebar,Layout,High,P1,Tablet,Firefox,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,46,624,5,User,Layout,True,0
43809,Taskmanager,Sidebar,Color Mismatch,Medium,P1,Desktop,Safari,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,35,274,6,User,Crash;Layout,True,3
32046,Financetracker,Login Form,Crash,High,P2,Mobile,Firefox,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,40,409,1,Qa,Color,False,0
14811,Taskmanager,Dashboard,Performance,High,P1,Desktop,Edge,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,59,180,6,Qa,Color;Link,True,2
33586,Noteapp,Dashboard,Performance,Medium,P2,Tablet,Firefox,Windows,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,35,108,8,Developer,UX;Layout;Color,False,3
34703,Shopease,Sidebar,Layout,Low,P1,Mobile,Edge,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,36,664,5,Developer,Animation;Accessibility;UX,False,0
15529,Socialbuzz,Dashboard,Performance,Medium,P2,Mobile,Firefox,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,51,363,6,Qa,Animation;UX;Accessibility,True,2
3099,Socialbuzz,Checkout,Animation,Critical,P2,Desktop,Edge,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,43,523,7,Developer,Performance;Animation,False,3
45571,Noteapp,Editor,Crash,High,P3,Mobile,Chrome,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,31,454,7,Qa,Color;Mobile;Accessibility,False,3
13838,Noteapp,Footer,Layout,Low,P1,Desktop,Chrome,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,47,366,2,User,Mobile,True,2
39674,Financetracker,Editor,Performance,Low,P3,Mobile,Firefox,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,58,415,6,User,Crash,False,2
16386,Noteapp,Toolbar,Animation,High,P2,Mobile,Safari,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,19,858,3,User,Color;Mobile,True,0
18328,Socialbuzz,Checkout,Crash,Low,P1,Tablet,Safari,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,43,348,5,User,Performance,True,2
39753,Shopease,Navbar,Accessibility,Low,P3,Tablet,Firefox,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,17,879,7,Qa,Color;Layout,False,0
15185,Socialbuzz,Checkout,Color Mismatch,High,P1,Desktop,Chrome,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,38,924,9,User,Animation;Crash;Color,True,1
14172,Taskmanager,Navbar,Accessibility,High,P2,Desktop,Edge,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,12,683,1,User,UX,False,0
24047,Financetracker,Editor,Crash,Low,P1,Mobile,Firefox,Windows,True,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,60,651,7,User,Color;Animation;Layout,True,2
32504,Shopease,Footer,Performance,High,P2,Tablet,Chrome,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,42,193,8,User,Crash;Mobile,True,3
45847,Financetracker,Checkout,Accessibility,High,P2,Mobile,Firefox,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Accessibility,52,415,3,Qa,UX;Color,False,2
23364,Financetracker,Navbar,Color Mismatch,Medium,P3,Mobile,Firefox,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Color Mismatch,24,773,1,Developer,Accessibility,False,0
47690,Financetracker,Checkout,Color Mismatch,Critical,P3,Mobile,Firefox,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,5,853,3,Qa,Performance;Crash,False,0
1952,Noteapp,Navbar,Performance,Medium,P1,Tablet,Edge,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,8,530,9,Qa,Performance;Layout;Crash,True,4
14138,Financetracker,Dashboard,Broken Link,High,P1,Tablet,Firefox,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Broken Link,26,71,10,Qa,Performance,False,3
33027,Financetracker,Sidebar,Animation,High,P2,Desktop,Edge,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,14,563,8,User,Accessibility;Crash,True,4
8825,Taskmanager,Search,Broken Link,High,P1,Mobile,Safari,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,9,464,4,User,UX,False,0
32173,Financetracker,Navbar,Performance,Critical,P2,Desktop,Safari,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,50,932,3,Qa,Link;Performance,False,5
16461,Noteapp,Sidebar,Accessibility,Medium,P2,Tablet,Edge,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,51,687,5,Qa,UX;Crash;Layout,True,2
25887,Noteapp,Sidebar,Responsiveness,Low,P3,Desktop,Edge,Windows,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Responsiveness,26,741,10,User,Accessibility,False,1
28778,Financetracker,Sidebar,Responsiveness,Medium,P1,Tablet,Safari,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Responsiveness,24,582,10,Developer,Animation;Mobile,False,1
25505,Taskmanager,Editor,Accessibility,Critical,P2,Desktop,Safari,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Accessibility,41,955,10,Qa,Performance;Mobile,False,1
8343,Taskmanager,Footer,Broken Link,High,P3,Desktop,Chrome,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,9,396,3,Qa,Link;Accessibility,True,0
49104,Shopease,Dashboard,Color Mismatch,High,P1,Desktop,Safari,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Color Mismatch,31,585,9,Qa,Mobile;Animation;Accessibility,True,1
43858,Socialbuzz,Login Form,Accessibility,Low,P1,Tablet,Firefox,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,26,479,3,User,UX,False,0
5118,Financetracker,Editor,Color Mismatch,Low,P2,Mobile,Chrome,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Color Mismatch,52,409,9,Developer,Crash;Color;Accessibility,False,3
45890,Noteapp,Sidebar,Performance,Medium,P1,Mobile,Chrome,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Performance,36,619,1,User,Accessibility,True,0
40556,Socialbuzz,Editor,Responsiveness,Medium,P3,Tablet,Chrome,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,58,178,4,Qa,Crash;Color;Layout,False,2
16189,Shopease,Checkout,Animation,Critical,P3,Mobile,Chrome,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,21,611,4,Developer,Mobile;UX,True,0
1935,Socialbuzz,Navbar,Broken Link,Low,P3,Desktop,Edge,Windows,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,5,711,9,Developer,Mobile;Animation;Link,False,1
48385,Noteapp,Login Form,Responsiveness,Low,P1,Desktop,Edge,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Responsiveness,21,263,4,User,Animation,True,4
49419,Shopease,Sidebar,Accessibility,Medium,P1,Tablet,Safari,Android,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,15,334,1,Developer,Crash;Color,False,0
112,Financetracker,Footer,Color Mismatch,High,P2,Desktop,Safari,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,6,299,5,Developer,Link;Animation;Mobile,False,4
36586,Shopease,Dashboard,Crash,Medium,P2,Mobile,Safari,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Crash,27,652,10,User,Animation;Accessibility;Link,False,1
1500,Noteapp,Footer,Text Overflow,High,P2,Mobile,Chrome,Windows,True,Perform action related to Footer,Footer works correctly,Footer has issue: Text Overflow,24,842,5,Qa,Mobile;Animation,True,0
11686,Noteapp,Footer,Responsiveness,High,P1,Tablet,Chrome,Windows,False,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,46,196,9,Qa,Layout,False,3
40665,Noteapp,Search,Broken Link,Medium,P2,Desktop,Firefox,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Broken Link,40,65,2,Qa,Mobile;Crash;Performance,True,2
41612,Taskmanager,Navbar,Accessibility,Medium,P2,Tablet,Edge,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,44,416,5,User,Color,True,2
20754,Shopease,Checkout,Layout,Low,P2,Desktop,Safari,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,9,689,9,Developer,Accessibility;Animation;Performance,False,1
36684,Taskmanager,Toolbar,Broken Link,Critical,P1,Tablet,Safari,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Broken Link,41,952,9,User,Crash,False,1
21546,Taskmanager,Login Form,Layout,Low,P3,Mobile,Firefox,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,23,595,3,User,UX;Performance;Link,True,0
40860,Socialbuzz,Checkout,Responsiveness,Medium,P2,Tablet,Firefox,Macos,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Responsiveness,22,154,7,User,UX;Color;Mobile,True,4
45916,Financetracker,Editor,Animation,Medium,P1,Tablet,Safari,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,10,660,4,Qa,Link,True,0
1118,Shopease,Toolbar,Performance,Low,P3,Desktop,Edge,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Performance,57,370,5,User,Crash;Color,False,2
7780,Noteapp,Search,Accessibility,Low,P2,Tablet,Safari,Windows,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,46,693,6,Developer,UX;Color,True,2
17036,Noteapp,Login Form,Text Overflow,High,P1,Mobile,Firefox,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,12,515,4,User,UX,False,0
29533,Socialbuzz,Toolbar,Crash,Low,P1,Tablet,Edge,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,17,399,1,Qa,Color,True,0
21405,Noteapp,Checkout,Text Overflow,Critical,P3,Desktop,Safari,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,29,160,3,Developer,Color;Link,False,2
14469,Shopease,Navbar,Animation,Low,P3,Desktop,Edge,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Animation Bug,51,496,10,Qa,Layout;Link,True,3
19250,Shopease,Sidebar,Performance,High,P3,Mobile,Chrome,Windows,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Performance,27,766,1,Developer,Crash;Layout;UX,False,0
19392,Noteapp,Login Form,Text Overflow,Critical,P2,Desktop,Chrome,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,56,961,10,Qa,Color;UX,False,1
42536,Shopease,Navbar,Broken Link,Critical,P1,Mobile,Chrome,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,24,626,8,Qa,Animation;Color,False,1
48302,Taskmanager,Toolbar,Performance,Medium,P3,Desktop,Safari,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Performance,51,331,5,User,Crash,True,2
28939,Noteapp,Sidebar,Performance,Low,P2,Tablet,Chrome,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Performance,6,720,9,Qa,Layout;Color;Accessibility,False,1
48908,Taskmanager,Toolbar,Broken Link,Medium,P1,Tablet,Firefox,Ios,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Broken Link,31,109,10,Qa,Layout;Accessibility;UX,True,3
28796,Socialbuzz,Login Form,Accessibility,Medium,P2,Tablet,Firefox,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,58,680,3,Qa,Crash,False,5
24430,Financetracker,Dashboard,Animation,Medium,P3,Mobile,Firefox,Android,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Animation Bug,28,865,8,Qa,Animation;Color,True,1
19243,Taskmanager,Search,Performance,Critical,P2,Desktop,Chrome,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Performance,16,186,7,Developer,Performance,True,4
28692,Socialbuzz,Dashboard,Layout,Medium,P3,Mobile,Edge,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,43,510,2,User,UX;Color;Layout,True,2
35915,Shopease,Navbar,Animation,High,P1,Mobile,Chrome,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Animation Bug,36,546,10,Developer,Color;Accessibility;Animation,False,3
39158,Noteapp,Dashboard,Responsiveness,Low,P3,Mobile,Chrome,Android,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Responsiveness,22,239,7,Qa,Accessibility;Layout,True,3
47274,Socialbuzz,Login Form,Broken Link,High,P3,Mobile,Safari,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Broken Link,35,811,1,Developer,Layout;Color;Crash,True,0
48048,Socialbuzz,Navbar,Layout,High,P3,Desktop,Chrome,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,46,99,6,Developer,UX;Color,False,3
40131,Socialbuzz,Login Form,Accessibility,High,P3,Desktop,Chrome,Macos,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,37,436,8,Developer,Animation;Crash;Link,False,3
18777,Financetracker,Toolbar,Crash,High,P2,Desktop,Firefox,Android,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,21,231,9,Qa,Mobile;Performance;Accessibility,True,4
9775,Noteapp,Toolbar,Responsiveness,Medium,P1,Tablet,Chrome,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,5,118,3,Qa,Performance;Accessibility;Color,True,0
40166,Taskmanager,Navbar,Layout,Low,P2,Tablet,Safari,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,14,885,6,Qa,Accessibility,True,0
44691,Shopease,Login Form,Broken Link,Medium,P1,Desktop,Firefox,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Broken Link,37,402,10,Qa,Accessibility;Link,True,3
16281,Financetracker,Dashboard,Color Mismatch,Low,P3,Tablet,Safari,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Color Mismatch,35,748,1,Developer,UX;Accessibility;Crash,True,0
7983,Shopease,Navbar,Color Mismatch,Medium,P3,Desktop,Firefox,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Color Mismatch,22,964,10,User,Color,False,1
20280,Financetracker,Sidebar,Responsiveness,Critical,P2,Tablet,Edge,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Responsiveness,33,711,4,Qa,Mobile;Accessibility,False,0
24070,Noteapp,Search,Text Overflow,Critical,P3,Mobile,Chrome,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,23,213,2,Qa,Link,True,2
18093,Socialbuzz,Footer,Performance,Medium,P3,Tablet,Firefox,Windows,False,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,43,332,4,User,Mobile;Link;Crash,True,2
1875,Taskmanager,Toolbar,Animation,Medium,P2,Tablet,Edge,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,26,579,1,Developer,UX;Mobile;Link,True,0
48546,Financetracker,Login Form,Layout,Medium,P2,Desktop,Edge,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,36,428,5,User,Crash;Layout,True,2
41707,Socialbuzz,Dashboard,Color Mismatch,Low,P1,Mobile,Safari,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Color Mismatch,7,569,7,Developer,Layout,True,4
3210,Taskmanager,Dashboard,Responsiveness,Medium,P2,Tablet,Edge,Macos,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Responsiveness,29,616,2,Developer,Accessibility,True,0
26786,Taskmanager,Navbar,Accessibility,Medium,P2,Tablet,Chrome,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,12,306,10,Developer,Mobile,True,4
9672,Financetracker,Login Form,Accessibility,Medium,P1,Tablet,Edge,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,24,545,3,User,Accessibility;Mobile;Performance,True,0
47424,Shopease,Editor,Crash,Medium,P2,Desktop,Edge,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,6,79,2,Developer,Performance;Animation,False,0
47375,Noteapp,Sidebar,Performance,High,P2,Mobile,Chrome,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Performance,8,679,9,Qa,Performance;Animation;Crash,True,1
5522,Taskmanager,Toolbar,Layout,Low,P2,Tablet,Firefox,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Layout,38,74,6,Developer,Crash,True,3
35192,Shopease,Toolbar,Animation,Medium,P2,Tablet,Chrome,Windows,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,41,883,10,Developer,Color,True,1
8316,Taskmanager,Sidebar,Broken Link,Medium,P2,Tablet,Chrome,Macos,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Broken Link,10,956,9,Qa,Mobile;Color;Animation,False,1
42716,Noteapp,Checkout,Layout,Critical,P1,Desktop,Edge,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,24,188,2,Qa,UX;Accessibility,False,2
43689,Taskmanager,Editor,Color Mismatch,High,P2,Tablet,Firefox,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Color Mismatch,36,223,7,Developer,UX;Performance,False,3
24201,Shopease,Login Form,Crash,High,P1,Tablet,Safari,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,35,443,9,Developer,Accessibility;Layout,False,3
32774,Taskmanager,Sidebar,Animation,Low,P2,Mobile,Firefox,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,24,469,7,Qa,Animation;Crash,True,4
16035,Socialbuzz,Sidebar,Accessibility,High,P3,Desktop,Edge,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,45,761,8,User,Layout;Performance,False,1
48643,Taskmanager,Toolbar,Responsiveness,Critical,P2,Mobile,Chrome,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,26,117,9,User,Color,True,3
713,Noteapp,Search,Text Overflow,Medium,P2,Mobile,Chrome,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,38,205,1,Qa,Color,False,2
48315,Financetracker,Footer,Layout,High,P2,Desktop,Safari,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,54,283,9,Developer,Accessibility;Layout,False,3
3417,Taskmanager,Footer,Layout,High,P1,Mobile,Chrome,Windows,True,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,47,351,10,Developer,Color;Crash;Animation,True,3
33329,Socialbuzz,Sidebar,Broken Link,High,P3,Tablet,Safari,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Broken Link,46,100,2,User,Performance;Color,True,2
34784,Shopease,Footer,Performance,Low,P2,Desktop,Firefox,Windows,True,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,41,454,3,Developer,Performance;Layout,False,0
20240,Taskmanager,Navbar,Accessibility,High,P3,Mobile,Safari,Windows,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,18,513,9,Qa,Crash,False,4
17159,Taskmanager,Toolbar,Text Overflow,High,P3,Tablet,Firefox,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Text Overflow,7,640,10,Qa,Mobile,False,4
12077,Socialbuzz,Sidebar,Animation,Medium,P2,Desktop,Edge,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,41,315,6,Qa,Link;UX,True,2
41761,Taskmanager,Sidebar,Crash,Medium,P3,Desktop,Safari,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,57,139,7,User,Mobile,False,2
43367,Socialbuzz,Checkout,Text Overflow,Medium,P1,Mobile,Chrome,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,31,746,6,Developer,Mobile;UX,False,0
13637,Noteapp,Footer,Crash,Low,P3,Mobile,Safari,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Crash,11,280,6,Developer,Accessibility;Layout,True,4
12544,Noteapp,Toolbar,Broken Link,High,P3,Tablet,Chrome,Android,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Broken Link,56,597,10,Qa,Mobile,True,1
38309,Noteapp,Login Form,Responsiveness,High,P2,Tablet,Edge,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Responsiveness,42,358,2,User,Color;Accessibility,True,0
6436,Socialbuzz,Dashboard,Accessibility,High,P3,Desktop,Safari,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,46,706,10,User,Accessibility;Performance;Crash,True,1
13122,Socialbuzz,Navbar,Layout,Low,P3,Desktop,Safari,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,45,350,5,Developer,Color;Link;Layout,False,2
42090,Shopease,Search,Accessibility,Medium,P1,Mobile,Edge,Windows,False,Perform action related to Search,Search works correctly,Search has issue: Accessibility,12,387,7,Qa,Mobile,True,4
6338,Financetracker,Footer,Responsiveness,Low,P3,Tablet,Edge,Windows,False,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,10,515,3,User,Accessibility,True,0
15358,Financetracker,Editor,Animation,Medium,P1,Tablet,Edge,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,45,372,4,Qa,Layout,True,2
47862,Noteapp,Dashboard,Animation,Critical,P3,Mobile,Edge,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Animation Bug,20,595,5,User,Performance;Animation;Accessibility,True,0
27722,Financetracker,Checkout,Text Overflow,High,P1,Desktop,Firefox,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,52,805,4,User,Animation;Color;Crash,True,5
37187,Socialbuzz,Login Form,Text Overflow,Medium,P3,Tablet,Edge,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,10,317,9,Qa,UX,False,4
23398,Shopease,Toolbar,Crash,Low,P1,Desktop,Firefox,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,16,413,6,User,Accessibility;Animation,True,4
24689,Taskmanager,Checkout,Color Mismatch,Medium,P3,Desktop,Safari,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,23,408,5,Developer,Layout;Color,False,0
21381,Taskmanager,Search,Accessibility,Low,P3,Tablet,Edge,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Accessibility,57,616,5,Qa,Layout;Accessibility,True,2
1795,Shopease,Footer,Broken Link,High,P1,Desktop,Chrome,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,33,833,9,Qa,Accessibility;Mobile,False,1
9015,Noteapp,Navbar,Text Overflow,Medium,P1,Tablet,Edge,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Text Overflow,48,674,4,Qa,Link;Performance;Crash,True,2
33668,Financetracker,Login Form,Crash,Medium,P3,Desktop,Safari,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,21,316,6,Developer,Accessibility;Animation,False,4
22328,Noteapp,Checkout,Color Mismatch,Low,P2,Tablet,Edge,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,20,127,3,User,Accessibility;Crash;Performance,True,0
43123,Taskmanager,Checkout,Broken Link,Critical,P3,Tablet,Chrome,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Broken Link,42,934,3,Qa,Accessibility;Mobile,False,5
21623,Socialbuzz,Navbar,Responsiveness,Low,P3,Tablet,Chrome,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,49,622,8,Developer,Link,True,3
