app_name,module,bug_type,severity,priority,device_type,browser,os,screenshot_available,steps_to_reproduce,expected_behavior,actual_behavior,time_to_detect_sec,time_to_fix_sec,user_impact_score,reported_by,tags,resolved,Cluster
Socialbuzz,Sidebar,Animation,High,P2,Mobile,Firefox,Macos,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,6,526,8,User,Layout;Crash,True,4
Noteapp,Editor,Text Overflow,Low,P2,Desktop,Edge,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,6,798,8,Developer,Link;Crash;Color,False,2
Taskmanager,Login Form,Performance,Medium,P3,Desktop,Chrome,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,46,289,7,Qa,UX,True,0
Taskmanager,Checkout,Animation,Medium,P2,Mobile,Edge,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,10,357,4,User,Link;Animation,True,5
Socialbuzz,Toolbar,Animation,High,P3,Tablet,Safari,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,13,781,8,Developer,Link;Color;Accessibility,True,2
Financetracker,Footer,Broken Link,Low,P3,Desktop,Safari,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,44,663,3,Developer,Link;Performance,True,0
Socialbuzz,Navbar,Broken Link,High,P2,Tablet,Edge,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,40,464,2,Qa,UX;Accessibility,False,0
Taskmanager,Sidebar,Text Overflow,Medium,P3,Mobile,Firefox,Macos,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Text Overflow,5,690,6,Developer,Performance;Layout,True,2
Socialbuzz,Checkout,Text Overflow,Medium,P1,Desktop,Firefox,Macos,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,29,583,6,Developer,Mobile;Color;Accessibility,False,2
Financetracker,Editor,Crash,Medium,P3,Mobile,Safari,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,34,981,4,Developer,Mobile,False,3
Taskmanager,Sidebar,Crash,Critical,P1,Tablet,Firefox,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,40,106,9,Developer,Mobile;UX;Crash,False,4
Socialbuzz,Checkout,Broken Link,High,P2,Mobile,Safari,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Broken Link,38,729,2,Developer,Crash;Layout;UX,False,0
Taskmanager,Toolbar,Crash,Medium,P2,Desktop,Safari,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,8,199,3,User,Animation,True,5
Shopease,Login Form,Animation,Low,P3,Desktop,Chrome,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,8,851,9,Developer,Link;Color;Layout,True,2
Financetracker,Editor,Broken Link,Low,P1,Tablet,Chrome,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,41,890,7,User,Layout;UX;Performance,False,1
Shopease,Dashboard,Accessibility,High,P1,Desktop,Safari,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,23,249,9,Qa,Color,False,4
Noteapp,Checkout,Responsiveness,High,P1,Desktop,Edge,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Responsiveness,41,972,6,User,Layout;UX;Crash,True,1
Shopease,Navbar,Broken Link,Critical,P1,Desktop,Chrome,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,28,723,2,Developer,Performance;Crash,True,3
Socialbuzz,Checkout,Animation,Low,P2,Desktop,Chrome,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,35,533,6,Qa,Layout;Animation,False,2
Shopease,Toolbar,Accessibility,Medium,P3,Desktop,Chrome,Ios,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,30,115,5,Qa,Crash;UX,False,0
Noteapp,Search,Broken Link,High,P1,Tablet,Chrome,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Broken Link,16,913,8,Developer,UX,True,2
Financetracker,Footer,Color Mismatch,Medium,P1,Desktop,Edge,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,20,659,4,Qa,UX;Color,True,2
Taskmanager,Toolbar,Responsiveness,High,P2,Mobile,Chrome,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,36,446,3,Developer,Color,True,0
Socialbuzz,Search,Broken Link,Low,P3,Tablet,Firefox,Windows,False,Perform action related to Search,Search works correctly,Search has issue: Broken Link,34,840,8,Developer,Layout;Link,True,2
Financetracker,Editor,Layout,High,P2,Desktop,Edge,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,56,854,7,Qa,UX,True,1
Socialbuzz,Editor,Text Overflow,High,P3,Desktop,Firefox,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,8,488,2,Qa,Crash;Animation;Accessibility,False,3
Socialbuzz,Sidebar,Crash,Medium,P3,Tablet,Firefox,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,5,945,8,Developer,Color;Accessibility,False,2
Financetracker,Sidebar,Accessibility,Low,P2,Desktop,Chrome,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,35,576,6,User,Mobile,False,2
Taskmanager,Login Form,Layout,Medium,P3,Tablet,Edge,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,18,142,7,Developer,Link,False,4
Noteapp,Navbar,Layout,Medium,P1,Mobile,Firefox,Windows,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,16,916,4,Qa,Performance;Layout;Accessibility,True,2
Socialbuzz,Dashboard,Color Mismatch,Critical,P1,Mobile,Safari,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Color Mismatch,57,667,4,User,Layout;Animation,False,1
Financetracker,Sidebar,Crash,High,P3,Desktop,Chrome,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,24,962,8,User,UX,False,2
Socialbuzz,Dashboard,Layout,Low,P1,Desktop,Firefox,Windows,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,43,88,9,User,Mobile;Animation,False,0
Shopease,Checkout,Color Mismatch,High,P2,Desktop,Safari,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,59,62,2,Qa,Color,True,0
Socialbuzz,Editor,Crash,Medium,P2,Tablet,Safari,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,34,568,2,Developer,Animation;Crash,False,3
Socialbuzz,Editor,Performance,Medium,P2,Tablet,Edge,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,18,102,10,Qa,UX;Color;Layout,False,4
Noteapp,Checkout,Color Mismatch,High,P2,Mobile,Firefox,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,15,709,9,Qa,Mobile;Layout;Performance,True,2
Taskmanager,Toolbar,Performance,Medium,P2,Mobile,Edge,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Performance,45,700,8,User,Mobile,False,1
Taskmanager,Sidebar,Layout,Medium,P3,Tablet,Safari,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,17,596,9,Developer,Color;Crash,False,2
Socialbuzz,Editor,Text Overflow,Low,P1,Mobile,Firefox,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,13,888,6,Qa,Accessibility,True,2
Financetracker,Login Form,Text Overflow,Medium,P3,Desktop,Edge,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,58,897,10,Qa,Accessibility;Performance;Layout,True,1
Noteapp,Login Form,Accessibility,Medium,P1,Desktop,Safari,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,23,303,10,Qa,Accessibility,True,4
Shopease,Login Form,Crash,High,P1,Tablet,Chrome,Macos,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,35,223,4,Qa,Color,True,0
Taskmanager,Dashboard,Responsiveness,Medium,P3,Mobile,Firefox,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Responsiveness,56,547,8,Qa,Accessibility;Link;Animation,False,0
Socialbuzz,Toolbar,Animation,Medium,P3,Tablet,Safari,Windows,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,51,482,5,User,Mobile,True,0
Financetracker,Checkout,Layout,Medium,P3,Tablet,Safari,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,50,883,4,User,Accessibility;Layout;Animation,False,1
Taskmanager,Checkout,Crash,Low,P3,Tablet,Chrome,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,29,396,5,Developer,UX;Performance,False,5
Noteapp,Search,Text Overflow,High,P3,Desktop,Chrome,Android,True,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,48,776,1,User,Crash;Performance,True,0
Noteapp,Checkout,Performance,High,P1,Desktop,Edge,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Performance,53,687,3,User,Link,True,1
Financetracker,Sidebar,Animation,Medium,P3,Desktop,Safari,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,6,447,2,Developer,Animation,False,3
Financetracker,Footer,Responsiveness,Low,P1,Desktop,Edge,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,10,490,8,Qa,Layout,True,4
Noteapp,Editor,Crash,Medium,P3,Tablet,Firefox,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,42,694,7,Qa,Link;Mobile;Layout,False,1
Noteapp,Editor,Crash,High,P3,Mobile,Chrome,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,31,454,7,Qa,Color;Mobile;Accessibility,False,4
Socialbuzz,Editor,Color Mismatch,Low,P2,Desktop,Safari,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Color Mismatch,8,516,10,Developer,UX;Link;Layout,False,4
Socialbuzz,Login Form,Performance,High,P3,Mobile,Edge,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,7,760,10,Developer,Animation,False,2
Noteapp,Sidebar,Animation,High,P3,Tablet,Edge,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,17,960,1,User,Mobile;UX,False,3
Shopease,Checkout,Broken Link,High,P2,Tablet,Safari,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Broken Link,52,261,3,Developer,Crash,True,0
Socialbuzz,Navbar,Broken Link,High,P3,Desktop,Edge,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,40,993,3,Qa,Layout;UX;Animation,False,3
Noteapp,Search,Crash,High,P3,Tablet,Chrome,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Crash,25,418,1,Qa,Accessibility,True,5
Shopease,Footer,Color Mismatch,Medium,P3,Tablet,Edge,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,15,844,1,User,UX,True,3
Financetracker,Sidebar,Accessibility,High,P2,Tablet,Firefox,Android,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,57,667,8,User,Performance,True,0
Shopease,Navbar,Layout,Medium,P2,Desktop,Chrome,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,16,517,3,Developer,Crash;Link;UX,False,5
Noteapp,Sidebar,Crash,High,P1,Mobile,Safari,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,26,921,4,User,Mobile;Color,True,3
Taskmanager,Footer,Broken Link,Medium,P1,Desktop,Safari,Android,False,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,23,438,3,Developer,Performance;UX;Animation,True,5
Shopease,Search,Performance,High,P2,Desktop,Edge,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Performance,6,889,2,Developer,Mobile;Color;Accessibility,False,3
Shopease,Login Form,Animation,Medium,P3,Tablet,Chrome,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,7,442,4,Developer,Crash,True,5
Socialbuzz,Footer,Performance,High,P2,Mobile,Safari,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,45,697,10,Developer,Accessibility;Crash;Layout,True,1
Socialbuzz,Editor,Text Overflow,Medium,P1,Tablet,Chrome,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,41,520,6,Developer,UX;Accessibility,True,0
Shopease,Toolbar,Crash,High,P3,Tablet,Firefox,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,53,591,3,Qa,Layout,False,1
Noteapp,Checkout,Broken Link,Medium,P3,Desktop,Firefox,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Broken Link,10,581,3,Developer,Performance;Link;UX,True,3
Financetracker,Editor,Responsiveness,Low,P3,Tablet,Chrome,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,20,401,4,Developer,Mobile;Performance,True,5
Shopease,Toolbar,Crash,Medium,P1,Tablet,Firefox,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,47,478,9,Developer,Mobile,False,0
Socialbuzz,Search,Accessibility,Low,P2,Tablet,Edge,Android,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,47,572,4,User,Accessibility,True,0
Socialbuzz,Navbar,Animation,High,P3,Desktop,Safari,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Animation Bug,29,866,7,Developer,UX,False,2
Taskmanager,Footer,Responsiveness,Medium,P2,Tablet,Safari,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,21,325,4,Qa,Color;Performance,False,5
Shopease,Sidebar,Accessibility,Medium,P3,Desktop,Safari,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,13,802,10,Developer,Layout,True,2
Socialbuzz,Sidebar,Crash,High,P2,Desktop,Safari,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,29,104,1,User,UX,False,5
Shopease,Login Form,Broken Link,High,P3,Desktop,Edge,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Broken Link,58,307,8,Developer,Link;Layout,True,0
Noteapp,Editor,Color Mismatch,Medium,P3,Mobile,Firefox,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Color Mismatch,38,84,4,User,Animation;Performance;Crash,True,0
Socialbuzz,Checkout,Text Overflow,High,P3,Tablet,Firefox,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,6,362,8,User,UX;Crash,True,4
Shopease,Navbar,Responsiveness,High,P2,Tablet,Safari,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,25,514,5,Qa,Performance,True,5
Socialbuzz,Sidebar,Accessibility,High,P2,Tablet,Safari,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,37,173,3,Qa,Mobile;Animation;UX,False,5
Socialbuzz,Search,Text Overflow,High,P3,Tablet,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,60,302,9,Developer,Color,False,0
Taskmanager,Search,Broken Link,Low,P3,Desktop,Edge,Windows,False,Perform action related to Search,Search works correctly,Search has issue: Broken Link,19,694,5,Developer,Performance,True,2
Financetracker,Footer,Responsiveness,Medium,P1,Tablet,Safari,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,50,631,3,Developer,Accessibility;Crash,True,1
Financetracker,Sidebar,Color Mismatch,High,P3,Mobile,Safari,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,40,436,2,Developer,Layout;Link;Color,False,0
Financetracker,Login Form,Accessibility,High,P3,Tablet,Edge,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,10,538,9,Qa,Mobile;Performance;Layout,False,4
Financetracker,Footer,Animation,High,P3,Desktop,Safari,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,37,575,10,Developer,Animation;Color,False,4
Shopease,Toolbar,Accessibility,Medium,P1,Mobile,Firefox,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,36,836,9,Developer,UX,True,2
Financetracker,Checkout,Accessibility,Medium,P2,Tablet,Edge,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Accessibility,48,788,8,Developer,Crash;Mobile;UX,True,1
Shopease,Dashboard,Layout,Medium,P3,Desktop,Safari,Macos,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,23,970,8,User,Crash;Performance,True,2
Shopease,Sidebar,Crash,Medium,P2,Desktop,Edge,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,40,276,5,User,Mobile;Performance;Animation,True,0
Financetracker,Sidebar,Text Overflow,Medium,P3,Tablet,Edge,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Text Overflow,58,878,3,User,Color;Animation;UX,False,1
Shopease,Search,Animation,High,P2,Tablet,Firefox,Android,False,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,33,621,4,Developer,Crash;Link;Animation,False,2
Financetracker,Toolbar,Accessibility,Medium,P2,Desktop,Edge,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,55,897,4,User,UX;Animation,False,1
Noteapp,Navbar,Broken Link,Medium,P3,Mobile,Chrome,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,37,216,8,User,Animation;Color;Link,False,0
Taskmanager,Dashboard,Text Overflow,Medium,P2,Tablet,Safari,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,56,528,8,User,Accessibility;Layout;Performance,False,0
Noteapp,Checkout,Broken Link,Medium,P1,Desktop,Safari,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Broken Link,30,642,2,Qa,Layout;Mobile;Performance,False,3
Noteapp,Toolbar,Responsiveness,High,P3,Desktop,Edge,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,53,431,2,Qa,Accessibility;Mobile;Performance,False,0
Taskmanager,Toolbar,Text Overflow,High,P1,Desktop,Safari,Ios,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Text Overflow,46,153,8,Developer,Crash;Mobile;Layout,False,0
Noteapp,Checkout,Text Overflow,Critical,P2,Mobile,Edge,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,49,172,3,Developer,Performance;Layout;Link,True,0
Taskmanager,Login Form,Broken Link,Medium,P3,Tablet,Firefox,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Broken Link,37,114,2,Developer,Layout;Performance;Accessibility,True,5
Noteapp,Sidebar,Color Mismatch,High,P3,Mobile,Edge,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,43,613,9,Qa,Link,True,1
Taskmanager,Login Form,Crash,High,P2,Tablet,Chrome,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,48,163,8,Qa,Crash;Animation,False,0
Noteapp,Navbar,Responsiveness,High,P3,Mobile,Firefox,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,22,771,1,User,Crash;Animation,False,3
Taskmanager,Navbar,Accessibility,Low,P1,Desktop,Edge,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,58,130,1,User,Color;Link,True,0
Socialbuzz,Dashboard,Animation,High,P2,Mobile,Edge,Android,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Animation Bug,6,953,7,Qa,Mobile,False,2
Socialbuzz,Footer,Color Mismatch,High,P2,Mobile,Firefox,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,35,974,4,Developer,Accessibility;Animation;Mobile,True,3
Financetracker,Footer,Animation,Medium,P1,Tablet,Edge,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,8,287,10,Developer,UX;Mobile;Crash,False,4
Shopease,Sidebar,Color Mismatch,Low,P1,Mobile,Firefox,Windows,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,60,338,2,User,Layout;UX,True,0
Noteapp,Search,Text Overflow,High,P3,Mobile,Firefox,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,52,166,5,Qa,Link;UX;Performance,True,0
Shopease,Dashboard,Performance,High,P3,Desktop,Edge,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,14,739,1,Qa,Performance;Mobile,False,3
Financetracker,Sidebar,Color Mismatch,Medium,P1,Tablet,Chrome,Android,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,43,192,4,User,Color;Performance;Accessibility,False,0
Financetracker,Footer,Animation,Medium,P1,Tablet,Firefox,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,9,578,4,User,Layout,False,3
Shopease,Editor,Broken Link,Medium,P1,Tablet,Edge,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,20,727,8,Qa,Accessibility,False,4
Taskmanager,Toolbar,Broken Link,Medium,P2,Tablet,Chrome,Android,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Broken Link,40,492,10,User,Performance;UX;Mobile,False,4
Taskmanager,Dashboard,Accessibility,High,P1,Mobile,Firefox,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,28,688,3,Developer,Layout;Crash;Mobile,False,3
Shopease,Search,Color Mismatch,Medium,P1,Desktop,Edge,Windows,True,Perform action related to Search,Search works correctly,Search has issue: Color Mismatch,6,600,4,Qa,Mobile;Animation;Color,True,3
Noteapp,Navbar,Accessibility,Critical,P2,Desktop,Firefox,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,29,493,2,User,Layout;Performance;Accessibility,True,3
Socialbuzz,Navbar,Broken Link,High,P1,Mobile,Edge,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,57,687,4,Developer,Link;Layout,False,1
Socialbuzz,Search,Broken Link,High,P3,Desktop,Chrome,Windows,False,Perform action related to Search,Search works correctly,Search has issue: Broken Link,21,375,8,User,UX;Color,True,4
Financetracker,Toolbar,Accessibility,High,P1,Mobile,Edge,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,50,266,3,Developer,Color;Layout;UX,True,0
Financetracker,Navbar,Text Overflow,Medium,P1,Mobile,Edge,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Text Overflow,36,432,8,Developer,Accessibility;UX,False,4
Financetracker,Checkout,Accessibility,High,P2,Desktop,Safari,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Accessibility,50,926,2,User,Animation;Crash;Color,True,1
Shopease,Dashboard,Performance,High,P1,Desktop,Safari,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,36,484,10,Developer,UX;Color,True,4
Shopease,Search,Performance,Medium,P3,Desktop,Safari,Android,False,Perform action related to Search,Search works correctly,Search has issue: Performance,38,912,5,User,Accessibility;Crash,True,1
Taskmanager,Navbar,Performance,Medium,P3,Desktop,Chrome,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,17,469,3,User,Color;Performance,True,5
Shopease,Toolbar,Layout,Medium,P3,Desktop,Edge,Android,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Layout,50,511,4,User,Color;Performance;Mobile,False,0
Financetracker,Editor,Performance,Medium,P1,Tablet,Chrome,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,35,388,2,Developer,Color;Mobile;Crash,False,0
Socialbuzz,Editor,Animation,Medium,P1,Mobile,Safari,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,28,323,8,Qa,Layout;UX,True,4
Shopease,Dashboard,Performance,Low,P2,Mobile,Safari,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,59,857,4,User,Accessibility;Crash;Color,True,1
Financetracker,Navbar,Color Mismatch,Low,P3,Tablet,Firefox,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Color Mismatch,9,394,3,User,Crash;Layout;Animation,True,3
Socialbuzz,Editor,Responsiveness,Critical,P1,Desktop,Chrome,Windows,True,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,40,909,10,Developer,Mobile,True,2
Taskmanager,Navbar,Layout,Medium,P2,Desktop,Edge,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,35,620,10,Qa,Animation,False,1
Noteapp,Editor,Layout,Medium,P2,Tablet,Edge,Windows,True,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,59,69,9,User,Animation;Performance;Accessibility,True,0
Financetracker,Sidebar,Text Overflow,High,P2,Tablet,Edge,Windows,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Text Overflow,13,731,5,Qa,UX;Accessibility,False,2
Socialbuzz,Search,Animation,High,P2,Desktop,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,38,611,10,Developer,Accessibility,True,1
Financetracker,Navbar,Broken Link,High,P2,Desktop,Chrome,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,24,118,10,Qa,Accessibility,True,4
Shopease,Search,Performance,Low,P3,Tablet,Safari,Android,True,Perform action related to Search,Search works correctly,Search has issue: Performance,56,484,8,Qa,Layout,False,0
Noteapp,Sidebar,Text Overflow,Medium,P2,Desktop,Chrome,Windows,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Text Overflow,40,97,1,Qa,Crash;Layout,True,0
Shopease,Editor,Layout,Medium,P2,Mobile,Chrome,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,16,945,5,Qa,Layout,True,2
Noteapp,Dashboard,Color Mismatch,High,P3,Tablet,Chrome,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Color Mismatch,14,847,2,Qa,Animation;Mobile;Crash,False,3
Taskmanager,Navbar,Responsiveness,Medium,P1,Desktop,Firefox,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,46,627,5,Developer,Link;Performance;UX,False,1
Noteapp,Navbar,Crash,Low,P1,Tablet,Chrome,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Crash,50,297,6,User,Mobile;Link,True,0
Financetracker,Editor,Crash,High,P1,Tablet,Chrome,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,53,572,2,Developer,Performance;Layout,False,0
Taskmanager,Sidebar,Color Mismatch,Medium,P2,Mobile,Edge,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,31,534,6,Developer,Color;UX,True,2
Taskmanager,Checkout,Layout,High,P1,Mobile,Edge,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,6,610,8,User,Mobile,True,4
Noteapp,Dashboard,Crash,High,P3,Mobile,Firefox,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Crash,37,713,6,Qa,Color;Layout,False,1
